PERMX 
	 0.1242 	 0.0710 	 0.0924 	 0.1269 	 0.4083 	 0.7925 
	 0.2466 	 2.4648 	 0.1017 	 0.1078 	 0.0733 	 0.0784 
	 0.2865 	 0.2443 	 1.8534 	 1.1050 	 0.6858 	 0.7220 
	 0.4616 	 3.6687 	 1.9583 	 2.7648 	 1.3390 	 0.2698 
	 0.7974 	 0.9330 	 0.4993 	 2.6417 	 1.7070 	 6.5263 
	 6.7445 	 6.2348 	 1.9101 	 1.3313 	 9.7823 	 1.8299 
	 2.6124 	 0.9849 	 4.4624 	 0.8942 	 8.7500 	 23.0352 
	 3.4275 	 0.2021 	 14.4959 	 30.5631 	 7.9201 	 2.0540 
	 4.2685 	 1.1912 	 1.8875 	 6.4935 	 7.7918 	 15.4569 
	 14.3293 	 43.8945 	 15.0853 	 10.6517 	 1.2300 	 0.5741 
	 0.5335 	 0.1793 	 0.0106 	 0.0937 	 0.2193 	 0.3652 
	 0.2789 	 0.3175 	 4.1633 	 0.3245 	 0.0936 	 3.0863 
	 0.0722 	 0.1326 	 0.1916 	 0.8500 	 1.3086 	 0.5070 
	 0.3824 	 0.7076 	 10.4860 	 1.1398 	 2.5307 	 6.7980 
	 1.4879 	 2.8209 	 0.4176 	 1.1981 	 3.1435 	 2.1569 
	 13.0588 	 2.0898 	 3.6531 	 3.6520 	 0.1526 	 2.0072 
	 1.8209 	 8.7540 	 1.2382 	 2.4023 	 0.8542 	 2.6895 
	 4.2511 	 3.6316 	 0.4118 	 10.6980 	 15.0913 	 2.1946 
	 1.0298 	 10.2372 	 2.5588 	 11.0385 	 6.1823 	 1.2942 
	 17.5048 	 24.3857 	 17.7857 	 23.1518 	 13.5246 	 3.0800 
	 0.3075 	 0.3200 	 0.3154 	 0.0151 	 0.1102 	 0.7797 
	 1.3460 	 3.0089 	 9.8759 	 1.8056 	 0.4770 	 0.9735 
	 2.6860 	 0.6166 	 0.3858 	 0.1232 	 0.7482 	 0.4435 
	 0.5429 	 0.7103 	 1.5654 	 3.7762 	 7.5722 	 14.2230 
	 10.7883 	 1.5331 	 0.7744 	 1.6700 	 0.7441 	 1.7539 
	 0.2326 	 2.2858 	 1.2920 	 14.2857 	 1.2839 	 0.5420 
	 2.4538 	 2.6276 	 1.1717 	 1.6257 	 0.6407 	 0.7239 
	 1.0531 	 2.7324 	 8.3821 	 1.7331 	 11.4822 	 40.0823 
	 23.1510 	 1.4683 	 2.5501 	 19.3718 	 10.8541 	 3.3826 
	 20.0147 	 27.5507 	 34.6486 	 31.9936 	 12.3101 	 22.0107 
	 0.7245 	 2.6498 	 0.4757 	 0.5588 	 0.0573 	 0.1676 
	 0.3720 	 5.2973 	 7.7838 	 19.9536 	 3.0750 	 2.6715 
	 0.4408 	 2.6922 	 0.5990 	 4.3222 	 0.4187 	 2.4184 
	 1.4054 	 0.4549 	 2.3439 	 2.9567 	 0.7794 	 6.3214 
	 1.7500 	 5.9812 	 0.7547 	 2.7222 	 0.3002 	 0.6524 
	 0.5421 	 1.6791 	 0.5193 	 0.8954 	 4.4684 	 13.0840 
	 1.5272 	 2.9843 	 2.0945 	 3.1793 	 2.7069 	 3.3970 
	 1.7028 	 1.4508 	 1.2206 	 14.6345 	 4.2287 	 6.5833 
	 50.6741 	 192.4564 	 13.8922 	 27.9679 	 98.5026 	 50.6867 
	 3.8336 	 14.6622 	 78.5256 	 44.0108 	 13.6163 	 1.2458 
	 1.0310 	 0.6598 	 1.6120 	 1.6439 	 0.2126 	 0.0727 
	 0.3783 	 0.5125 	 7.0967 	 12.7862 	 16.4637 	 11.7481 
	 1.2657 	 2.0970 	 1.6294 	 2.2140 	 0.7802 	 4.6118 
	 10.2801 	 2.6114 	 0.6270 	 0.5029 	 1.2602 	 3.4059 
	 0.7361 	 0.9762 	 0.7768 	 2.3411 	 2.4429 	 0.5313 
	 1.3743 	 0.1004 	 0.4957 	 0.7135 	 1.9311 	 2.0621 
	 4.3208 	 1.1230 	 1.9843 	 1.4406 	 0.7467 	 0.5620 
	 0.3069 	 0.2575 	 0.5178 	 0.2927 	 7.9172 	 14.6578 
	 9.9813 	 110.4186 	 45.4966 	 35.3879 	 37.2700 	 24.4744 
	 29.6487 	 11.7141 	 9.6525 	 4.5722 	 26.0402 	 28.6449 
	 3.1380 	 1.3183 	 0.4802 	 0.6436 	 0.3901 	 0.0777 
	 0.1604 	 0.4077 	 2.7285 	 14.7778 	 6.9871 	 7.7613 
	 2.5242 	 0.8580 	 4.0985 	 2.6614 	 0.6633 	 0.6046 
	 2.4997 	 5.0066 	 2.7208 	 0.4945 	 0.1952 	 0.2224 
	 15.5525 	 0.4965 	 0.4933 	 1.1436 	 9.3834 	 18.8947 
	 0.9151 	 1.7687 	 0.1422 	 0.2847 	 3.1373 	 0.5513 
	 1.4873 	 0.0878 	 1.2616 	 9.8325 	 0.3226 	 1.0241 
	 0.3451 	 0.1043 	 0.1138 	 0.1574 	 0.6652 	 3.4487 
	 19.6526 	 31.8829 	 10.3310 	 90.2343 	 64.6678 	 19.4561 
	 13.9007 	 5.4363 	 4.3064 	 16.1190 	 5.5400 	 4.6053 
	 47.4954 	 1.8452 	 0.7562 	 1.1475 	 0.7818 	 0.0970 
	 0.0411 	 0.0684 	 1.3359 	 0.7860 	 5.0148 	 6.7283 
